Futterart;Bestand;code;Aufwuchs;Stadium;TS [g];NEL    [MJ];NEV   [MJ];UE [MJ];APDE [g];APDN [g];OS [g];RP [g];RF [g];NDF [g];ADF   [g];Zucker [g];vOS [%];aRP [%];RA [g];Ca [g];P [g];Mg [g];K [g];Na [g];Cl  [g];S  [g];Cu  [mg];Fe  [mg];Mn  [mg];Zn  [mg];Co  [mg];Se  [mg]; [];Lysin [g/kg TS];Methionin [g/kg TS];Leucin [g/kg TS];Histidin [g/kg TS];Phenylalanin [g/kg TS];Threonin [g/kg TS];Isoleucin [g/kg TS];Valin [g/kg TS];Arginin [g/kg TS]
Grünfutter;G;G11-v;erster;1;150;7.1;7.5;11.9;121.0;153.8;904;230.5;172.4;387;202;209.1;84.1;74;95.9;5.1;3.8;1.8;28.5;0.2;3.1;2.1;8.9;200;77;29;0.15;0.02;;9.6;3.0;14.0;3.3;8.8;7.9;6.8;9.3;9.5
Grünfutter;G;G12-v;erster;2;150;6.9;7.3;11.6;114.9;131.8;904;197.4;200.4;416;224;164.4;83.0;72;95.1;5.1;3.6;1.6;27.9;0.2;3.4;1.9;7.6;125;67;26;0.05;0.02;;8.7;2.7;12.4;3.0;7.8;7.1;6.2;8.2;8.7
Grünfutter;G;G13-v;erster;3;160;6.3;6.5;10.7;102.1;99.3;910;149.2;236.9;469;260;160.9;77.9;68;89.5;5.1;3.4;1.4;26.4;0.3;3.4;1.6;6.6;125;59;24;0.05;0.02;;7.3;2.3;10.4;2.6;6.5;5.9;5.2;7.0;7.3
Grünfutter;G;G14-v;erster;4;170;5.8;5.9;10.0;91.6;80.5;913;121.6;275.1;516;302;123.6;72.5;66;87.7;5.1;3.1;1.3;24.0;0.2;3.3;1.4;5.8;125;52;22;0.05;0.02;;5.8;2.0;8.3;2.0;5.2;4.8;4.1;5.7;5.8
Grünfutter;G;G15-v;erster;5;190;5.2;5.1;9.1;82.2;68.2;915;103.5;293.7;539;324;121.1;66.1;64;85.0;5.1;2.8;1.2;20.6;0.2;2.9;1.2;5.2;75;46;20;0.05;0.02;;4.6;1.5;6.6;1.6;4.1;3.8;3.2;4.4;4.5
Grünfutter;GR;GR11-v;erster;1;130;6.9;7.3;11.6;114.9;129.5;908;193.9;157.2;345;184;290.3;83.4;72;91.9;5.1;3.8;1.8;28.5;0.2;4.3;2.1;8.2;200;57;27;0.15;0.02;;8.8;3.0;13.2;3.1;8.2;7.4;6.3;8.7;8.9
Grünfutter;GR;GR12-v;erster;2;140;7.0;7.4;11.7;113.7;121.7;906;182.4;177.4;366;201;232.7;84.3;71;91.4;5.1;3.6;1.6;27.9;0.2;4.6;1.9;6.9;125;48;25;0.05;0.02;;7.5;2.7;11.0;2.6;8.0;7.3;6.2;7.9;8.5
Grünfutter;GR;GR13-v;erster;3;150;6.7;7.0;11.2;104.0;94.5;913;142.2;207.4;406;230;240.8;81.6;67;86.3;5.1;3.4;1.4;26.4;0.3;4.6;1.6;5.9;125;40;22;0.05;0.02;;6.6;2.4;9.5;2.3;6.7;6.2;5.5;6.9;7.3
Grünfutter;GR;GR14-v;erster;4;170;6.4;6.6;10.8;94.0;73.0;916;110.6;241.9;459;270;200.7;77.9;64;84.3;5.1;3.1;1.3;24.0;0.2;4.5;1.4;5.1;125;33;20;0.05;0.02;;5.7;2.0;8.5;2.1;5.3;4.8;4.2;5.7;5.9
Grünfutter;GR;GR15-v;erster;5;210;5.7;5.8;9.9;84.1;60.5;919;92.2;272.7;498;302;175.4;71.5;62;81.3;5.1;2.8;1.2;20.6;0.2;4.1;1.2;4.5;75;26;19;0.05;0.02;;4.5;1.4;6.5;1.6;4.0;3.7;3.2;4.4;4.5
Grünfutter;A;E11-v;erster;1;140;7.0;7.4;11.7;119.6;151.3;901;226.8;156.5;337;188;202.8;83.4;74;98.7;6.8;3.8;1.9;30.0;0.2;3.1;2.1;8.9;200;77;29;0.15;0.02;;10.2;3.2;14.8;3.5;9.2;8.4;7.2;9.8;9.8
Grünfutter;A;E12-v;erster;2;150;6.8;7.2;11.5;114.5;133.4;901;199.8;182.3;365;210;162.1;82.4;72;98.4;6.8;3.6;1.7;29.4;0.2;3.4;1.9;7.6;125;67;26;0.05;0.02;;9.0;2.8;12.9;3.1;8.2;7.5;6.4;8.7;9.1
Grünfutter;A;E13-v;erster;3;150;6.4;6.7;10.9;104.7;105.7;905;158.7;212.8;409;242;155.1;79.2;69;94.4;6.8;3.4;1.6;27.9;0.2;3.4;1.6;6.6;125;59;24;0.05;0.02;;7.5;2.4;10.9;2.7;6.8;6.2;5.5;7.3;7.5
Grünfutter;A;E14-v;erster;4;160;5.9;6.1;10.2;95.3;87.7;907;132.1;247.4;450;281;126.8;74.5;67;93.8;6.8;3.1;1.4;25.4;0.2;3.3;1.4;5.8;125;52;22;0.05;0.02;;6.3;2.1;9.1;2.2;5.7;5.2;4.5;6.2;6.2
Grünfutter;A;E15-v;erster;5;180;5.4;5.4;9.4;86.9;76.5;907;115.8;264.3;471;301;118.4;68.9;65;92.7;6.8;2.8;1.3;22.1;0.2;2.9;1.2;5.2;75;46;20;0.05;0.02;;5.2;1.6;7.6;1.9;4.8;4.3;3.8;5.1;5.0
Grünfutter;AR;ER11-v;erster;1;130;7.0;7.5;11.7;116.7;134.6;903;201.6;145.0;307;174;259.0;84.4;72;96.1;6.8;3.8;1.9;30.0;0.2;4.3;2.1;8.2;200;57;27;0.15;0.02;;9.7;3.1;14.4;3.4;8.9;8.1;6.9;9.4;9.5
Grünfutter;AR;ER12-v;erster;2;130;7.0;7.4;11.7;114.4;125.6;902;188.2;165.9;329;194;210.8;84.5;71;96.1;6.8;3.6;1.7;29.4;0.2;4.6;1.9;6.9;125;48;25;0.05;0.02;;9.1;2.9;13.2;3.2;8.3;7.6;6.4;8.4;9.1
Grünfutter;AR;ER13-v;erster;3;140;6.7;7.1;11.3;106.8;102.0;907;153.2;191.7;364;220;212.5;82.7;68;92.2;6.8;3.4;1.6;27.9;0.2;4.6;1.6;5.9;125;40;22;0.05;0.02;;7.8;2.4;11.0;2.8;6.8;6.4;5.5;7.4;7.5
Grünfutter;AR;ER14-v;erster;4;150;6.4;6.7;10.9;97.7;82.0;909;123.8;223.7;408;258;183.1;79.4;66;91.6;6.8;3.1;1.4;25.4;0.2;4.5;1.4;5.1;125;33;20;0.05;0.02;;6.5;2.1;9.2;2.3;5.7;5.2;4.6;6.2;6.3
Grünfutter;AR;ER15-v;erster;5;160;5.8;5.9;10.0;88.5;70.9;910;107.4;248.1;439;284;160.1;72.9;64;90.2;6.8;2.8;1.3;22.1;0.2;4.1;1.2;4.5;75;26;19;0.05;0.02;;5.2;1.6;7.5;1.9;4.7;4.3;3.8;5.1;5.0
Grünfutter;L;L11-v;erster;1;120;7.1;7.5;11.8;123.0;166.8;890;250.2;125.4;259;163;165.5;84.4;76;107.3;11.2;3.3;2.2;26.3;0.2;4.3;2.7;8.9;200;77;29;0.15;0.02;;11.8;3.2;17.0;4.3;10.5;9.6;8.2;11.2;11.2
Grünfutter;L;L12-v;erster;2;120;7.0;7.4;11.7;119.8;154.2;893;231.1;147.7;282;186;139.3;83.7;74;105.6;11.2;3.1;2.0;25.8;0.2;4.6;2.5;7.6;125;67;26;0.05;0.02;;10.9;2.9;15.6;3.9;9.7;9.0;7.6;10.2;10.6
Grünfutter;L;L13-v;erster;3;125;6.9;7.3;11.5;115.9;139.0;894;208.2;166.2;303;204;139.2;83.1;73;103.1;11.2;2.9;1.8;24.4;0.2;4.6;2.2;6.6;125;59;24;0.05;0.02;;9.9;2.7;13.5;3.6;8.7;8.0;6.8;9.3;9.5
Grünfutter;L;L14-v;erster;4;130;6.5;6.8;11.0;109.2;122.2;900;183.2;195.6;333;237;137.4;80.0;71;102.6;11.2;2.7;1.6;22.2;0.2;4.5;2.0;5.8;125;52;22;0.05;0.02;;8.7;2.3;11.9;3.2;7.7;7.0;5.9;8.3;8.2
Grünfutter;L;L15-v;erster;5;140;6.1;6.2;10.4;102.2;108.7;905;163.1;220.8;364;268;113.8;75.2;69;95.0;11.2;2.4;1.5;19.2;0.2;4.1;1.9;5.2;75;46;20;0.05;0.02;;7.4;1.9;10.5;2.7;6.6;6.0;5.3;7.1;7.0
Grünfutter;KF;DF11-v;erster;1;120;6.9;7.3;11.5;113.9;129.2;898;193.6;123.9;236;159;236.5;83.4;72;102.1;8.6;4.1;2.5;31.1;0.2;3.1;2.1;10.1;200;57;33;0.15;0.02;;10.4;3.3;14.8;3.5;9.1;8.4;7.3;9.6;9.4
Grünfutter;KF;DF12-v;erster;2;125;6.8;7.2;11.4;111.8;122.6;895;183.7;141.5;251;173;191.5;83.2;71;105.1;8.6;3.8;2.3;30.5;0.2;3.4;1.9;8.8;125;48;31;0.05;0.02;;8.9;3.1;12.9;3.1;8.5;7.8;6.5;8.9;9.1
Grünfutter;KF;DF13-v;erster;3;130;6.6;6.9;11.0;104.3;100.5;894;150.9;161.4;282;200;169.4;81.7;68;105.1;8.6;3.6;2.1;29.0;0.2;3.4;1.6;7.8;125;40;28;0.05;0.02;;7.5;2.5;11.0;2.7;7.0;6.5;5.5;7.4;7.5
Grünfutter;KF;DF14-v;erster;4;140;6.3;6.6;10.7;97.3;84.3;891;127.1;183.3;305;228;144.0;79.8;66;109.4;8.6;3.3;2.0;26.5;0.2;3.3;1.4;7.0;125;33;26;0.05;0.02;;6.6;2.2;9.7;2.3;6.1;5.5;4.9;6.5;6.5
Grünfutter;KF;DF15-v;erster;5;150;6.1;6.4;10.4;93.3;77.7;887;117.5;189.3;312;238;125.2;77.9;65;113.2;8.6;3.1;1.9;23.2;0.2;2.9;1.2;6.5;75;26;25;0.05;0.02;;5.9;2.0;8.8;2.1;5.5;5.0;4.5;5.9;5.8
Grünfutter;KG;DT11-v;erster;1;130;6.4;6.7;10.9;108.2;123.5;879;185.0;143.7;255;182;206.6;80.3;72;121.0;12.1;4.2;2.3;31.2;0.2;3.1;2.4;10.1;200;57;33;0.15;0.02;;9.6;3.4;14.7;3.4;9.1;8.2;7.4;10.2;9.3
Grünfutter;KG;DT12-v;erster;2;135;6.3;6.5;10.6;104.5;113.9;878;170.7;155.5;272;195;191.4;79.1;70;121.0;12.1;4.0;2.0;30.5;0.2;3.4;2.1;8.8;125;48;31;0.05;0.02;;9.2;3.2;14.1;3.3;8.7;7.8;7.1;9.8;9.1
Grünfutter;KG;DT13-v;erster;3;140;6.0;6.2;10.3;99.7;102.1;879;153.3;168.2;294;212;188.6;77.1;69;120.5;12.1;3.7;1.8;29.0;0.2;3.4;1.9;7.8;125;40;28;0.05;0.02;;8.6;3.1;13.3;3.1;8.2;7.3;6.7;9.3;8.4
Grünfutter;KG;DT14-v;erster;4;145;5.6;5.6;9.6;93.1;93.0;882;139.9;180.6;304;223;179.4;72.2;68;118.8;12.1;3.4;1.7;26.6;0.2;3.3;1.7;7.0;125;33;26;0.05;0.02;;7.8;2.8;12.1;2.8;7.5;6.7;6.1;8.5;7.7
Grünfutter;KG;DT15-v;erster;5;150;5.1;5.0;8.9;86.8;87.1;881;131.1;187.1;316;235;177.7;66.8;67;119.1;12.1;3.1;1.6;23.2;0.2;2.9;1.5;6.5;75;26;25;0.05;0.02;;7.2;2.6;11.3;2.6;7.0;6.1;5.7;7.8;7.0
Grünfutter;Knaulgras;DG11-v;erster;1;160;7.0;7.4;11.8;123.7;172.9;902;259.5;182.3;441;213;208.4;82.6;76;97.9;3.7;4.9;1.7;42.5;;;;;;;;;;;9.0;2.7;12.4;3.0;7.6;7.2;5.8;8.1;8.6
Grünfutter;Knaulgras;DG12-v;erster;2;165;6.8;7.2;11.5;115.8;138.1;908;206.8;208.6;459;227;171.6;81.9;73;92.0;3.2;4.5;1.5;40.0;;;;;;;;;;;8.0;2.4;11.0;2.7;6.7;6.3;5.2;7.3;7.8
Grünfutter;Knaulgras;DG13-v;erster;3;170;6.4;6.7;10.9;102.4;96.2;914;144.7;258.2;523;271;175.3;79.0;68;85.8;2.8;3.8;1.4;37.6;;;;;;;;;;;6.7;2.2;9.5;2.3;5.7;5.3;4.4;6.2;6.8
Grünfutter;Knaulgras;DG14-v;erster;4;175;6.0;6.2;10.3;91.3;73.3;917;111.1;302.6;577;321;121.0;74.5;64;82.9;2.5;3.4;1.2;35.1;;;;;;;;;;;5.2;1.9;7.5;1.7;4.6;4.3;3.5;5.0;5.5
Grünfutter;Knaulgras;DG15-v;erster;5;180;5.7;5.7;9.8;83.4;59.4;923;90.7;322.1;600;344;135.0;70.7;62;77.1;2.3;3.0;1.2;32.5;;;;;;;;;;;3.7;1.6;5.9;1.4;3.7;3.4;3.0;4.0;3.8
Grünfutter;Englisches Raigras ;LP11-v;erster;1;150;7.1;7.6;11.9;114.9;120.1;917;180.0;168.4;368;188;364.8;85.2;71;82.8;3.6;3.9;1.5;32.1;;;;;;;;;;;7.3;2.7;11.6;2.6;7.1;6.4;5.3;7.6;7.9
Grünfutter;Englisches Raigras ;LP12-v;erster;2;150;7.1;7.6;11.9;113.5;114.0;920;171.0;182.7;387;203;282.9;85.3;70;80.0;3.5;4.1;1.4;32.2;;;;;;;;;;;7.0;2.9;12.7;3.0;7.9;7.1;6.1;7.0;8.9
Grünfutter;Englisches Raigras ;LP13-v;erster;3;150;6.9;7.3;11.6;102.5;83.4;923;126.0;214.2;426;231;299.1;83.1;66;77.2;3.3;3.7;1.2;32.3;;;;;;;;;;;6.6;2.4;10.0;2.5;6.3;5.7;5.0;6.2;6.8
Grünfutter;Englisches Raigras ;LP14-v;erster;4;150;6.5;6.8;11.0;90.1;59.0;927;90.1;251.3;500;275;243.6;78.4;62;73.4;3.2;3.3;1.1;30.5;;;;;;;;;;;5.9;1.9;7.8;1.9;4.8;4.4;3.8;5.3;5.4
